"NumerodoAluno";"SIUPTAnoLetivo";"kMotivoDeAnulacaoSuspens";"Resultado";"snome";"estado";"TextoRequerimento";"tamanho";"Inicio";"Filtro_A";"filtro_B";"Categoria"
"44604";"2021/2022";"4";"Deferido";"Curso não cumpre expectativas";"Despachado";"ANULACAO DE MATRICULA MOTIVO: DIFICULDADE DE ADAPTACAO AO CUROS UMA VEZ QUE NAO CORRESPONDE AS EXPETATIVAS ESPERADAS. POSTO ISTO, TENDO O MESMO UM CUSTO BASTANTE ELEVADO DECIDI QUE A MELHOR OPCAO E ANULAR A MATRICULA.";"0";"Anulação de matricula  Motivo";"ANULACAO";"Curso não cumpre expectativas";"NAO IDENTIFICACAO COM O CURSO"
"44534";"2021/2022";"6";"NULL";"Motivos financeiros";"Cancelado";"ANULACAO DA MATRICULA MOTIVO: NAO TENHO POSSIBLIDADES FINANCEIRAS PRA PAGAR AS PROPINAS";"0";"Anulação da matricula Motivo";"ANULACAO";"Motivos financeiros";"MOTIVOS FINANCEIROS"
"42110";"2021/2022";"6";"Deferido";"Motivos financeiros";"Despachado";"ANULAR A MATRICULA MOTIVO: POR MOTIVOS FINANCEIROS EU JA NAO CONSEGUIREI CONTINUAR A ESTUDAR NA PORTUCALENSE.";"0";"Anular a matrícula Motivo";"ANULAR";"Motivos financeiros";"MOTIVOS FINANCEIROS"
"44312";"2021/2022";"3";"Deferido";"Não identificação com o curso";"Despachado";"ANULACAO DE MATRICULA MOTIVO: APOS PERIODO DE ADAPTACAO E REFLEXAO, NAO GOSTEI DAS DISCIPLINAS DO CURSO, PELO FACTO DE SEREM MUITO TEORICAS E POUCO ATRATIVAS PARA O MEU PERFIL, NAO ME SENTINDO COM MOTIVACAO PARA CONTINUAR.";"0";"Anulação de matrícula  Motivo";"ANULACAO";"Não identificação com o curso";"NAO IDENTIFICACAO COM O CURSO"
"44543";"2021/2022";"8";"Deferido";"Motivos de saúde";"Despachado";"ASSUNTOS PESSOAIS MOTIVO: INCAPACIDADE PSICOLOGICA E MENTAL PARA CONTINUAR OS ESTUDOS";"0";"Assuntos pessoais Motivo";"ASSUNTOS";"Motivos de saúde";"MOTIVOS DE SAUDE"
"44451";"2021/2022";"3";"Deferido";"Não identificação com o curso";"Despachado";"ANULACAO DA MATRICULA MOTIVO: APOS FREQUENTAR O CURSO CONCLUI QUE NAO ME IDENTIFICO COM O CURSO E NAO E AQUILO QUE PRETENDO PARA O MEU FUTURO.";"0";"Anulação da matrícula  Motivo";"ANULACAO";"Não identificação com o curso";"NAO IDENTIFICACAO COM O CURSO"
"44451";"2021/2022";"3";"NULL";"Não identificação com o curso";"Cancelado";"ANULACAO DA MATRICULA MOTIVO: APOS FREQUENTAR O CURSO CONCLUI QUE NAO ME IDENTIFICO COM O CURSO E NAO E AQUILO QUE PRETENDO PARA O MEU FUTURO.";"0";"Anulação da matrícula  Motivo";"ANULACAO";"Não identificação com o curso";"NAO IDENTIFICACAO COM O CURSO"
"44658";"2021/2022";"1";"Deferido";"Não identificação com a Universidade";"Despachado";"ANULACAO DE MATRICULA MOTIVO: NAO SE IDENTIFICOU COM O AMBIENTE DA FACULDADE";"0";"Anulaçao de Matricula Motivo";"ANULACAO";"Não identificação com a Universidade";"NAO IDENTIFICACAO COM A UNIVERSIDADE"
"44765";"2022/2023";"3";"Deferido";"Não identificação com o curso";"Despachado";"MUDANCA DE CURSO. MOTIVO: VOU MUDAR DE CURSO E DE UNIVERSIDADE.";"0";"Mudança de curso.  Motivo";"MUDANCA";"Mudança de Curso";"NAO IDENTIFICACAO COM O CURSO"
"47387";"2022/2023";"3";"Deferido";"Não identificação com o curso";"Despachado";"ANULACAO DA MATRICULA MOTIVO: VENHO POR ESTE MEIO SOLICITAR A ANULACAO DA MATRICULA POR NAO ME IDENTIFICAR COM O CURSO.";"0";"Anulação da matricula Motivo";"ANULACAO";"Não identificação com o curso";"NAO IDENTIFICACAO COM O CURSO"
"47702";"2022/2023";"9";"Deferido";"Outros acima não identificados";"Despachado";"ANULACAO MATRICULA MOTIVO: DEPOIS DE COMECAR AS AULAS PERCEBI QUE NAO ESTOU PREPARADA PARA CONTINUAR O CURSO ESTE ANO LETIVO.";"0";"Anulação Matricula Motivo";"ANULACAO";"Outros acima não identificados";"OUTROS ACIMA NAO IDENTIFICADOS"
"47132";"2022/2023";"3";"Deferido";"Não identificação com o curso";"Despachado";"ANULACAO DA MATRICULA DO CURSO DE DIREITO MOTIVO: INFELIZMENTE, NAO ME IDENTIFIQUEI COM O CURSO ESCOLHIDO";"0";"Anulação da matrícula do curso de Direito Motivo";"ANULACAO";"Não identificação com o curso";"NAO IDENTIFICACAO COM O CURSO"
"47914";"2022/2023";"6";"Deferido";"Motivos financeiros";"Despachado";"DESEMPREGO MOTIVO: ATUALMENTE ENCONTRO-ME DESEMPREGADO E AQUANDO DA INSCRICAO TINHA SIDO CONTATADO PARA IR TRABALHAR, POREM A SITUACAO DA EMPRESA ALTEROU-SE E O EMPREGO NAO CHEGOU A CONCRETIZAR-SE. DESTA FORMA, VEJO-ME IMPOSSIBILITADO, PELO MENOS POR ENQUANTO, DE REALIZAR O CURSO PARA MUITA PENA MINHA, POIS ACREDITO QUE TINHA E TENHO TODO O POTENCIAL PARA SER BRILHANTE";"0";"desemprego Motivo";"DESEMPREGO";"Motivos financeiros";"MOTIVOS FINANCEIROS"
"34176";"2022/2023";"4";"Deferido";"Curso não cumpre expectativas";"Despachado";"REQUERIMENTO CONGELAR MATRICULA MOTIVO: REQUERIMENTO PARA “CONGELAR MATRICULA”&#13; EU, ALEXANDRA MANUELA MEDEIROS FERREIRA, INSCRITA NO 1º CICLO DE PSICOLOGIA COM O NUMERO DE ALUNA: 34176, VENHO POR ESTE MEIO PEDIR A ANULACAO DA MINHA MATRICULA.&#13; DEVIDO A UM IMPREVISTO QUE O IMPEDE DE CONTINUAR A ESTUDAR ESTE ANO. NO ENTANTO, ACREDITO QUE ESTA PARAGEM NAO IRA SER DEFINITIVA, E PRETENDO REGRESSAR AO CURSO ASSIM QUE POSSIVEL. &#13; &#13;                         O REQUERENTE&#13;                        ALEXANDRA FERREIRA";"0";""Requerimento congelar matricula Motivo";""REQUERIMENTO";"Curso não cumpre expectativas";"NAO IDENTIFICACAO COM O CURSO"
"47625";"2022/2023";"9";"Deferido";"Outros acima não identificados";"Despachado";"ANULACAO DA MATRICULA MOTIVO: NAO ESTOU INTERESSADO EM CONTINUAR";"0";"Anulação da matrícula  Motivo";"ANULACAO";"Outros acima não identificados";"OUTROS ACIMA NAO IDENTIFICADOS"
"24211";"2022/2023";"8";"Deferido";"Motivos de saúde";"Despachado";"ANULACAO DE MATRICULA MOTIVO: ANULACAO DE MATRICULA POR MOTIVOS DE SAUDE";"0";"Anulação de matricula Motivo";"ANULACAO";"Motivos de saúde";"MOTIVOS DE SAUDE"
"47660";"2022/2023";"4";"Deferido";"Curso não cumpre expectativas";"Despachado";"ANULACAO DE MATRICULA MOTIVO: NAO ME IDENTIFICO COM O CURSO";"0";"Anulação de matrícula Motivo";"ANULACAO";"Curso não cumpre expectativas";"NAO IDENTIFICACAO COM O CURSO"
"43250";"2022/2023";"6";"Deferido";"Motivos financeiros";"Despachado";"ANULACAO DA MATRICULA MOTIVO: BOA TARDE, &#13; VENHO REQUERIR A ANULACAO DA MINHA MATRICULA POIS AGUARDAVA O RESULTADO DA BOLSA E TENDO ESTA SIDO NEGADA, NESTE MOMENTO NAO TENHO POSSIBILIDADES DE CONTINUAR A FREQUENTAR A FACULDADE.&#13; AGRADECIDA, JOANA GRANJA";"0";""Anulação da matrícula  Motivo";""ANULACAO";"Motivos financeiros";"MOTIVOS FINANCEIROS"
"42020";"2022/2023";"9";"Indeferido";"Outros acima não identificados";"Despachado";"REQUERIMENTO PARA A ANULACAO DA MATRICULA MOTIVO: VENHO POR ESTE MEIO SOLICITAR A ANULACAO DA MINHA MATRICULA NO CURSO DE DIREITO POR MOTIVOS PESSOAIS";"0";"Requerimento para a anulação da matrícula Motivo";"REQUERIMENTO";"Outros acima não identificados";"OUTROS ACIMA NAO IDENTIFICADOS"
"41325";"2022/2023";"5";"Deferido";"Não era o Curso pretendido";"Despachado";"CANCELAMENTO DA MINHA MATRICULA, SAIR DA FACULDADE MOTIVO: NAO ME IDENTIFICO COM O CURSO DE PSICOLOGIA, ACHEI QUE FOSSE MAIS PRATICO, OBVIAMENTE COM TEORIA, MAS CALCULEI QUE FOSSE DE OUTRA FORMA E AGORA QUE ESTOU NO MEIO DE TRABALHO NAO POSSO PERDER TEMPO";"0";"Cancelamento da minha matrícula, sair da faculdade  Motivo";"CANCELAMENTO";"Não era o Curso pretendido";"NAO IDENTIFICACAO COM O CURSO"
"47474";"2022/2023";"1";"Deferido";"Não identificação com a Universidade";"Despachado";"ANULACAO/ SUSPENSAO MATRICULA MOTIVO: ACHEI QUE ESTE CURSO ERA O QUE EU PRETENDIA";"0";"Anulação/ suspensão matrícula  Motivo";"ANULACAO/";"Não identificação com a Universidade";"NAO IDENTIFICACAO COM A UNIVERSIDADE"
"47078";"2022/2023";"5";"Deferido";"Não era o Curso pretendido";"Despachado";"ANULACAO DA MATRICULA MOTIVO: NAO E O CURSO PRETENDIDO, PRETENDO TOMAR OUTRA VIA PARA O MEU FUTURO!";"0";"Anulação da Matrícula  Motivo";"ANULACAO";"Não era o Curso pretendido";"NAO IDENTIFICACAO COM O CURSO"
"47605";"2022/2023";"9";"Deferido";"Outros acima não identificados";"Despachado";"REQUERIMENTO PARA ANULACAO DE MATRICULA MOTIVO: VENHO POR ESTE MEIO PEDIR A ANULACAO DA MINHA MATRICULA POR MOTIVOS FINANCEIROS E POR NAO ME ESTAR A IDENTIFICAR COM O CURSO, COISA QUE ME ESTA A DEIXAR DOENTE CONSEQUENTEMENTE.&#13; NAO VOU A FACULDADE HA JA 1 MES E ANDEI A PONDERAR MUITO MAS PENSO QUE E O MELHOR PARA A MINHA SAUDE PRINCIPALMENTE.&#13; PECO TAMBEM O CANCELAMENTO DE UM OUTRO REQUERIMENTO DE ESTATUTO DE TRABALHADOR-ESTUDANTE. &#13; AGUARDO RESPOSTA E ESPERO COMPREENSAO.&#13; AGRADECO DESDE JA.";"0";""Requerimento para anulação de matricula  Motivo";""REQUERIMENTO";"Outros acima não identificados";"OUTROS ACIMA NAO IDENTIFICADOS"
"47907";"2022/2023";"8";"Deferido";"Motivos de saúde";"Despachado";"ANULACAO DE MATRICULA MOTIVO: POR MOTIVO DE SAUDE NAO CONSIGO FREQUENTAR AS AULAS. TODAS AS FALTAS DADAS ATE 02 DE DEZEMBRO, FORAM JUSTIFICADAS COM DOCUMENTOS MEDICOS E ENVIADOS AOS SENHORES PROFESSORES.";"0";"Anulação de matrícula Motivo";"ANULACAO";"Motivos de saúde";"MOTIVOS DE SAUDE"
"43069";"2022/2023";"3";"Deferido";"Não identificação com o curso";"Despachado";"ANULACAO DE MATRICULA MOTIVO: NAO IDENTIFICACAO COM O CURSO.";"0";"Anulação de matrícula  Motivo";"ANULACAO";"Não identificação com o curso";"NAO IDENTIFICACAO COM O CURSO"
"41866";"2019/2020";"NULL";"Deferido";"NULL";"Despachado";"REQUERIMENTO DE ANULACAO DE MATRICULA MOTIVO: VENHO POR ESTE MEIO REQUISITAR A ANULACAO DA MINHA MATRICULA PORQUE DEVIDO A UM IMPREVISTO VOU TER QUE FICAR A TRABALHAR A TEMPO INTEIRO E NAO VOU TER TEMPO/PODER IR AS AULAS E/OU TER APROVEITAMENTO NOS EXAMES QUE NAO TENHO TEMPO PARA ESTUDAR NESTA ALTURA. POR ISSO PECO PARA, SE POSSIVEL, ANULAR A MATRICULA, NAO TENDO DE PROCEDER AO PAGAMENTO DOS MESES A PARTIR DESTE (E PROXIMO SEMESTRE) QUE NAO VOU PODER TIRAR PROVEITO. COM OS MELHORES CUMPRIMENTOS, TIAGO LIXA, OBRIGADO.";"0";"Requerimento de anulação de matrícula Motivo";"REQUERIMENTO";"Trabalho";"INCOMPATIBILIDADE COM ATIVIDADE PROFISSIONAL"
"41231";"2019/2020";"NULL";"Deferido";"NULL";"Despachado";"ANULACAO DE MATRICULA MOTIVO: BOA TARDE, POR MOTIVOS MONETARIOS NAO TENHO POSSIBILIDADE DE CONTINUAR NA FACULDADE, DE MODO A QUE ME VOU TRANSFERIR PARA OUTRA NO FIM DO ANO LETIVO, PEDIA ENTAO A ANULACAO DA MESMA PEDIA QUE PUDESSEM ABATER AO MONTANTE DA ANULACAO O VALOR DAS PROPINAS DE SETEMBRO E OUTUBRO, POIS COMO VOU SAIR VAI SER DINHEIRO QUE NAO VOU VOLTAR A REVER.. OBRIGADO PELA ATENCAO";"0";"Anulação de matrícula  Motivo";"ANULACAO";"Motivo financeiro";"MOTIVOS FINANCEIROS"
"41937";"2019/2020";"NULL";"Deferido";"NULL";"Despachado";"ANULACAO DA MATRICULA E O SEU MOTIVO MOTIVO: A RAZAO PELA QUAL EU DESEJO ANULAR A MINHA MATRICULA, E DEVIDO AO MEU ESTADO MENTAL. PELO QUE, NAO CONSIGO CONTINUAR A TIRAR A LICENCIATURA TENDO EM CONTA O MEU ESTADO ATUAL.";"0";"Anulação da matrícula e o seu motivo Motivo";"ANULACAO";"Motivação Pessoal";"MOTIVACAO PESSOAL"
"39504";"2019/2020";"NULL";"Deferido";"NULL";"Despachado";"ANULACAO DA MATRICULA REASON: JA ESTOU A TRABALHAR. ENTAO NAO QUERO CONTINUAR ESTAGIO.";"0";"Anulação da Matricula  Reason";"ANULACAO";"Trabalho";"INCOMPATIBILIDADE COM ATIVIDADE PROFISSIONAL"
"41959";"2019/2020";"NULL";"Deferido";"NULL";"Despachado";"PEDIDO DE ANULACAO DA MATRICULA/INSCRICAO MOTIVO: EXMO. SENHOR,   EU, ODELIZE ARAUJO BARBOSA AMADO, B.I/C.C 468241 E NUMERO DE ALUNO 41959, INSCRITA NO CURSO DE LICENCIATURA EM GESTAO.  VENHO POR ESTE MEIO REQUERER A V. EXA. A ANULACAO DA INSCRICAO POR DESCONHECIMENTO PREVIO DOS VALORES RELATIVOS A PROPINAS ANUAIS E DEMAIS TAXAS. DECLARO QUE NAO FOI REALIZADO NENHUM PAGAMENTO RELATIVO AS PROPINAS E INSCRICAO NAS DISCIPLINAS. LOGO, NAO POSSUO CAPACIDADE FINANCEIRA PARA ARCAR COM AS DESPESAS RELATIVAS A FORMACAO ACADEMICA.  PEDE DEFERIMENTO.  PORTO, 21 DE NOVEMBRO DE 2019.";"0";"Pedido de anulação da matrícula/inscrição Motivo";"PEDIDO";"Motivo financeiro";"MOTIVOS FINANCEIROS"
"38909";"2019/2020";"NULL";"Deferido";"NULL";"Despachado";"ANULACAO DA MATRICULA MOTIVO: DEVIDO A FALTA DE TEMPO GOSTARIA DE PEDIR A ANULACAO DA MATRICULA NESTE ANO COM A INTENCAO DE PODER REGRESSAR NO ANO LECTIVO DE 21/22. SE POSSIVEL GOSTARIA QUE NAO FOSSE TAXADO PELA TAXA DE ANULACAO PELO MES DE NOVEMBRO VISTO QUE NAO FREQUENTEI NENHUMA CADEIRA. OBRIGADA PELA VOSSA COMPREENSAO.";"0";"Anulação Da Matrícula Motivo";"ANULACAO";"Motivação Pessoal";"MOTIVACAO PESSOAL"
"41711";"2019/2020";"NULL";"Deferido";"NULL";"Despachado";"ANULACAO MATRICULA MOTIVO: VENHO PELO PRESENTE SOLICITAR A ANULACAO DA MATRICULA. NAO TENHO POSSIBILIDADES DE CONTINUAR NA UPT POR MOTIVOS FINANCEIROS. GOSTARIA DE SOLICITAR TAMBEM A ISENCAO DA TAXA DE ANULACAO, VISTO QUE JA PAGUEI PROPINA DE OUTUBRO E NAO USUFRUI DE AULAS. AGRADECO A COMPREENSAO.";"0";"Anulação matricula Motivo";"ANULACAO";"Motivo financeiro";"MOTIVOS FINANCEIROS"
"42043";"2019/2020";"NULL";"Deferido";"NULL";"Despachado";"ANULACAO DA MATRICULA MOTIVO: SENDO ALUNO DO REGIME POS-LABORAL, CONSEQUENTEMENTE A ISSO, OU SEJA, POR MOTIVOS PROFISSIONAIS, NAO PODEREI CONTINUAR A FREQUENTAR A LICENCIATURA EM DIREITO NA UPT. AGRADECIA A ATENCAO PELO NAO PAGAMENTO DA TAXA DE ANULACAO, PELAS DESPESAS FUTURAS QUE IREI TER COM A MUDANCA PARA LISBOA. OBRIGADO.  RUBEN AMORIM";"0";"Anulação Da Matrícula Motivo";"ANULACAO";"Trabalho";"INCOMPATIBILIDADE COM ATIVIDADE PROFISSIONAL"
"42165";"2019/2020";"NULL";"Deferido";"NULL";"Despachado";"ANULACAO DA MATRICULA MOTIVO: VENHO POR ESTE MEIO SOLICITAR A MINHA ANULACAO DE MATRICULA. AS RAZOES PARA ESTAS ANULACAO SAO: EM PRIMEIRO LUGAR NAO GOSTEI DO CURSO NO QUAL ME INSERI.EM SEGUNDO LUGAR NAO ME INSERI NO MEIO ESCOLAR.POR FIM ,NAO ESTANDO MOTIVADO PARA CONTINUAR A ESTUDAR ,PENSO QUE NAO FAZ SENTIDO CONTINUAR A GASTAR DINHEIRO NESTE INVESTIMENTO. SOLICITAVA TAMBEM QUE O PAGAMENTO DA ANULACAO DA MATRICULA FOSSE ABATIDO NO VALOR DA PROPINA DE NOVEMBRO UMA VEZ QUE NAO IREI USUFRUIR DAS RESTANTES AULAS,POUPANDO ASSIM O DINHEIRO DA ANULACAO. OBRIGADO SAMUEL MARTINS";"0";"Anulação da Matricula  Motivo";"ANULACAO";"Motivação Pessoal";"MOTIVACAO PESSOAL"
"41380";"2019/2020";"NULL";"Deferido";"NULL";"Despachado";"ANULACAO DA MATRICULA MOTIVO: DESISTIR DA UNIVERSIDADE, VOLTAR AO MERCDADO DE TRABALHO.";"0";"Anulação da Matricula  Motivo";"ANULACAO";"Trabalho";"INCOMPATIBILIDADE COM ATIVIDADE PROFISSIONAL"
"42138";"2019/2020";"NULL";"Deferido";"NULL";"Despachado";"ANULACAO DE MATRICULA MOTIVO: NAO PRETENDO CONTINUAR POR MOTIVOS PESSOAIS.";"0";"Anulação de matrícula  Motivo";"ANULACAO";"Motivação Pessoal";"MOTIVACAO PESSOAL"
"35344";"2019/2020";"NULL";"Deferido";"NULL";"Despachado";"ANULACAO DE MATRICULA MOTIVO: POR AUMENTO DE TRABALHO, TORNOU-SE IMPOSSIVEL FREQUENTAR O MESTRADO EM QUE ESTOU INSCRITO.";"0";"Anulação de Matrícula Motivo";"ANULACAO";"Trabalho";"INCOMPATIBILIDADE COM ATIVIDADE PROFISSIONAL"
"39365";"2018/2019";"NULL";"Deferido";"NULL";"Despachado";"ANULACAO DA MATRICULA REASON: HAVE BEEN GOING THROUGH FINANCIAL CRISIS AND DO NOT HAVE SUFFICIENT FINANCE TO SUPPORT MY STUDIES";"0";"Anulacao da matricula Reason";"ANULACAO";"Motivo financeiro";"MOTIVOS FINANCEIROS"
"41273";"2019/2020";"NULL";"Deferido";"NULL";"Despachado";"ANULACAO DE MATRICULA MOTIVO: EXMOS SENHORES, VENHO PELO PRESENTE SOLICITAR A VEXAS A ANULACAO DA MATRICULA POR MIM EFECTUADA NESSE ESTABELECIMENTO DE ENSINO EM VIRTUDE DE TER SIDO COLOCADA NA UNIVERSIDADE PUBLICA POR LAPSO E DESINFORMACAO NAO O FIZ ATEMPADAMENTE, PELO QUE APRESENTO DESDE JA AS MINHAS DESCULPAS. ATENCIPADAMENTE GRATA PELA VOSSA COMPREENSAO DE QUAISQUER CONSTRANGIMENTOS QUE TENHA CAUSADO, APRESENTO OS MEUS CUMPRIMENTOS CARLOTA FERREIRA BRAGA";"0";"Anulação de Matrícula  Motivo";"ANULACAO";"Mudança Instituição";"OPCAO POR OUTRA UNIVERSIDADE A QUE TAMBEM ME CANDIDATEI"
"40375";"2019/2020";"NULL";"Deferido";"NULL";"Despachado";"ANULACAO DE MATRICULA MOTIVO: RAZOES PESSOAIS.";"0";"Anulação de matrícula  Motivo";"ANULACAO";"Motivação Pessoal";"MOTIVACAO PESSOAL"
"42679";"2020/2021";"NULL";"Deferido";"NULL";"Despachado";"PEDIDO DE ANULACAO DA MATRICULA POR MOTIVO DE DOENCA MOTIVO: NO FINAL DE OUTUBRO, FOI-ME DIAGNOSTICADO UM PROBLEMA DE SAUDE MENTAL E ENCONTRO-ME EM TRATAMENTO, ESTANDO A SER ACOMPANHADO POR UM PSIQUIATRA E UMA PSICOLOGA. NAO REUNO, NO MOMENTO, AS CONDICOES NECESSARIAS PARA PROSSEGUIR ESTUDOS E NAO CREIO QUE O POSSA FAZER NUM FUTURO PROXIMO. ALEM DISSO, PRECISO DE REPENSAR AS MINHAS OPCOES, PORQUE POSSO NAO TER FEITO A ESCOLHA CERTA QUANDO ELEGI O CURSO DE RELACOES INTERNACIONAIS, TALVEZ PORQUE JA ME ENCONTRASSE DOENTE. POR FIM, INFORMO QUE JUSTIFIQUEI A MAIORIA DAS MINHAS FALTAS COM ATESTADOS MEDICOS.";"0";"Pedido de anulação da matrícula por motivo de doença Motivo";"PEDIDO";"Saúde";"MOTIVOS DE SAUDE"
"43269";"2020/2021";"NULL";"Deferido";"NULL";"Despachado";"ANULACAO DA MATRICULA MOTIVO: NAO ME INTEGRO NO CURSO.";"0";"Anulação da matrícula  Motivo";"ANULACAO";"Motivação Pessoal";"MOTIVACAO PESSOAL"
"35250";"2020/2021";"NULL";"Deferido";"NULL";"Despachado";"PEDIDO DE ANULACAO DE MATRICULA MOTIVO: BOA TARDE, NESTE MOMENTO PERDI O MEU EMPREGO O QUAL ME AUXILIAVA NO PAGAMENTO DA RESPECTIVA LICENCIATURA. VENHO POR ESTE MEIO REQUERER A ANULACAO DA MESMA VISTO ESTAR A SER UM ENCARGO IMPOSSIVEL DE SUSTENTAR. OBRIGADO, CUMPRIMENTOS.";"0";"Pedido de anulação de matricula Motivo";"PEDIDO";"Motivo financeiro";"MOTIVOS FINANCEIROS"
"36321";"2014/2015";"NULL";"Deferido";"NULL";"Despachado";"ANULACAO DA MATRICULA MOTIVO DE: MUDAR PARA OUTRA INSTITUICAO.";"0";"anulação da matricula Motivo de";"ANULACAO";"Mudança Instituição";"OPCAO POR OUTRA UNIVERSIDADE A QUE TAMBEM ME CANDIDATEI"
"33696";"2014/2015";"NULL";"Deferido";"NULL";"Despachado";"ANULACAO DA MATRICULA MOTIVO DE: TRANSFERENCIA PARA OUTRO ESTABELECIMENTO DE ENSINO.";"0";"anulação da matricula Motivo de";"ANULACAO";"Mudança Instituição";"OPCAO POR OUTRA UNIVERSIDADE A QUE TAMBEM ME CANDIDATEI"
"33769";"2014/2015";"NULL";"Deferido";"NULL";"Despachado";"PEDIDO DE ANULACAO DA MATRICULA MOTIVO DE: VENHO POR ESTE MEIO ANULAR A MINHA MATRICULA POR MOTIVO DE TRANSFERENCIA.";"0";"Pedido de anulação da matricula Motivo de";"PEDIDO";"Motivação Pessoal";"MOTIVACAO PESSOAL"
"34598";"2015/2016";"NULL";"Deferido";"NULL";"Despachado";"TRANSFERENCIA MOTIVO DE: PORQUE VOU PARA MAIS PERTO DA MINHA RESIDENCIA";"0";"Transferência Motivo de";"TRANSFERENCIA";"Motivação Pessoal";"MOTIVACAO PESSOAL"
"34613";"2015/2016";"NULL";"Deferido";"NULL";"Despachado";"ANULACAO DE MATRICULA MOTIVO DE: TRANSFERENCIA DE FACULDADE E MUDANCA DE CURSO";"0";"Anulação de matrícula Motivo de";"ANULACAO";"Mudança de Curso";"NAO IDENTIFICACAO COM O CURSO"
"36922";"2015/2016";"NULL";"Deferido";"NULL";"Despachado";"PEDIDO DE ANULACAO DA MATRICULA MOTIVO DE: IMPOSSIBILIDADE DE PAGAMENTO MENSAL DAS PROPINAS UMA VEZ QUE NAO CUMPRO OS REQUISITOS DE ACESSO A BOLSA DE ESTUDO.";"0";"Pedido de anulação da matricula Motivo de";"PEDIDO";"Motivação Pessoal";"MOTIVACAO PESSOAL"
"36919";"2015/2016";"NULL";"Deferido";"NULL";"Despachado";"ANULACAO DA MATRICULA MOTIVO DE: O REQUERIMENTO DA ANULACAO DA MATRICULA SURGE PELO FACTO DA ALUNA EM QUESTAO, ANA CATARINA CORREIA NOVAIS, OPTAR POR FREQUENTAR O ENSINO PUBLICO, VISTO QUE A SUA CANDIDATURA TEVE UM RESULTADO POSITIVO, OU SEJA, UMA COLOCACAO. POR ESTE MOTIVO E REALIZADO ESTE REQUERIMENTO.  CUMPRIMENTOS.";"0";"Anulação da Matrícula Motivo de";"ANULACAO";"Motivação Pessoal";"MOTIVACAO PESSOAL"
"36401";"2015/2016";"NULL";"Deferido";"NULL";"Despachado";"ANULACAO DA MATRICULA MOTIVO DE: PRETENDO QUE SEJA ANULADA A MATRICULA RESPETIVA AO ANO LECTIVO 2015/2016 PORQUE VOU PARA OUTRA FACULDADE.";"0";"Anulação da matrícula Motivo de";"ANULACAO";"Motivação Pessoal";"MOTIVACAO PESSOAL"
"36986";"2015/2016";"NULL";"Deferido";"NULL";"Despachado";"ANULACAO DA MATRICULA MOTIVO DE: VENHO POR ESTE MEIO PEDIR A ANULACAO DA MINHA MATRICULA , PORQUE CANDIDATEI-ME NO CURSO DE ECONOMIA POS-LABORAL E INFELIZMENTE NAO ABRIU E COM ISSO ENCONTRO-ME SEM DISPONIBILIDADE DE FREQUENTAR O CURSO DIURNO";"0";"Anulação da matrícula Motivo de";"ANULACAO";"Motivo financeiro";"MOTIVOS FINANCEIROS"
"37074";"2015/2016";"NULL";"Deferido";"NULL";"Despachado";"ANULACAO DE MATRICULA MOTIVO DE: DE INDOLE PESSOAL.";"0";"Anulação de matricula Motivo de";"ANULACAO";"Motivação Pessoal";"MOTIVACAO PESSOAL"
"36406";"2015/2016";"NULL";"Deferido";"NULL";"Despachado";"ANULACAO DA MATRICULA MOTIVO DE: MUDANCA DE INSTITUICAO DE ENSINO.";"0";"Anulação da matricula Motivo de";"ANULACAO";"Mudança Instituição";"OPCAO POR OUTRA UNIVERSIDADE A QUE TAMBEM ME CANDIDATEI"
"36941";"2015/2016";"NULL";"Deferido";"NULL";"Despachado";"ANULACAO DA MATRICULA MOTIVO DE: EU, DIANA ISABEL DE JESUS CHIYO, ESTUDANTE DO PRIMEIRO ANO DO CURSO DE DIREITO. DEVIDO A DISTANCIA ENTRE A MINHA RESIDENCIA E A UNIVERSIDADE E OS CUSTOS EXCESSIVOS, VENHO POR ESTE MEIO SOLICITAR A ANULACAO DA MATRICULA E O REEMBOLSO DOS VALORES PAGOS ANTES ANTERIORMENTE REFERENTES A MATRICULA E AO SEGURO DE ESTUDANTE.";"0";"Anulação da matrícula  Motivo de";"ANULACAO";"Motivação Pessoal";"MOTIVACAO PESSOAL"
"36867";"2015/2016";"NULL";"Deferido";"NULL";"Despachado";"ANULACAO DA MATRICULA MOTIVO DE: DEVIDO A MOTIVO DE ORDEM FINANCEIRA. PAI DESEMPREGADO.";"0";"Anulação da Matrícula Motivo de";"ANULACAO";"Motivo financeiro";"MOTIVOS FINANCEIROS"
"35473";"2015/2016";"NULL";"Deferido";"NULL";"Despachado";"ANULACAO DA MATRICULA MOTIVO DE: COMO ESTE ANO A UNIVERSIDADE PORTUCALENSE NAO VAI OFERECER REGIME POS-LABORAL PARA O CURSO DE GESTAO DE EMPRESAS, VENHO POR ESTE MEIO REQUER A ANULACAO DA MATRICULA. IGUALMENTE PEDI 2 REQUERIMENTOS ( CERTICADO E CONTEUDOS) PARA ASSIM FINALIZAR O PROCESSO DE TRANSFERENCIA.";"0";"Anulação da matricula Motivo de";"ANULACAO";"Mudança Instituição";"OPCAO POR OUTRA UNIVERSIDADE A QUE TAMBEM ME CANDIDATEI"
